Country Name,comp_qual_log,ship_freq,track_trace_log,infra_qual,log_perf_ind,customs_eff,comp_priced_ship,rule_of_law,political_stability,corr_control,voice_account,govt_eff,reg_qual,legal_rights_ind,food_imp,credit_bureau_covg,fem_sec_educ,fem_prim_educ,prim_compl_fem,enroll_sec_fem_gross,fem_prim_teachers,pupil_teach_ratio_prim,emp_to_pop_ratio_15_plus,external_bal_goods,consump_exp,account_balance,export_good_services,external_health_exp,out_of_pocket_health_exp,dom_govt_health_exp,crop_prod_ind,food_prod_ind,repeaters_female_prim,export_val_ind,goods_exports,goods_imports,mmr,gdp,women_hiv,skilled_health_staff
Turkiye,3.05,3.63,3.23,3.21,3.15,2.71,3.06,-0.390645027160645,-1.31516599655151,-0.351102501153946,-0.846058666706085,-0.0683634132146835,0.01624720916152,7,6.0896624227992,0,NA,NA,91.2951965332031,111.409126281738,61.9484710693359,NA,29.43,-0.248613315929843,70.8715640302624,-2.5885167321425,31.1528780813097,NA,17.49141884,9.233778,107.21,109.14,NA,117.344201807,178909000000,219635000000,17,778476714087.962,22.1,99.2
Turkmenistan,2.31,2.72,2.56,2.23,2.41,2.35,2.29,-1.46416521072388,-0.0129793277010322,-1.38221168518066,-2.15286207199097,-1.08982193470001,-2.00086236000061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.89969792331037,NA,NA,29.8999852816462,0.43876922,76.8390274,8.71407223,93.59,99.38,NA,97.6015000074,NA,NA,5,40765428571.4286,31.9,NA
Turks and Caicos Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.65458,48.77717,130.434783935547,87.0552597045898,89.9038467407227,17.69231,NA,NA,NA,15.5149723619365,NA,NA,NA,NA,NA,NA,1.89415,77.4326878889,5800000,469812400,NA,1113178000,NA,NA
Tuvalu,NA,NA,NA,NA,NA,NA,NA,0.614950120449066,1.39100873470306,0.0511946864426136,1.12343680858612,-0.553974688053131,-0.470841705799103,NA,NA,NA,52.61682,46.52568,85.7142868041992,89.4154815673828,80,15.57647,NA,NA,NA,66.2065048685345,NA,15.00132942,0.36702064,11.90345478,101.06,102,0.16234,NA,213584.993796662,19739874.2648487,NA,48015219.9526234,NA,NA
Uganda,2.5,2.9,2.41,2.19,2.58,2.61,2.76,-0.321435153484344,-0.701724708080292,-1.05088365077972,-0.680717766284943,-0.692178010940552,-0.286415815353394,5,11.7987806111255,6.6,NA,NA,NA,NA,NA,NA,NA,-6.46429947806732,80.9386521752083,-6.32956841813705,15.0870530613121,43.51276779,35.62893295,4.16811514,103.86,103.25,NA,136.186648408,3636182324.3842,6089658328.29973,283,32927025621.3848,62,NA
Ukraine,2.84,3.42,3.11,2.22,2.83,2.49,2.83,-0.759869158267975,-1.87208938598633,-0.921201884746552,-0.0304441340267658,-0.459502160549164,-0.256266981363297,8,8.57439699746601,45.9,49.47458,48.89225,85.0923919677734,85.927978515625,96.6414489746094,12.98011,52.53,-8.72934374668216,90.1410048922816,-4.91400916798631,45.2352356625927,1.01404274,50.65900421,8.36757374,111.06,107.28,0.05587,124.1534870029,43341000000,56055000000,11,130891086689.522,47.5,NA
United Arab Emirates,3.92,4.38,3.96,4.02,3.96,3.63,3.85,0.77433305978775,0.689086735248566,1.11653625965118,-1.12270367145538,1.42625665664673,0.919854760169983,6,7.30579317402429,53.6,NA,NA,NA,NA,NA,NA,49.61,26.068980601559,49.5536327717899,NA,91.994776867123,0,12.69611263,7.39788437,99.16,111.43,NA,129.1163379034,NA,NA,9,427049432157.931,25.5,99.2
United Kingdom,4.05,4.33,4.11,4.03,3.99,3.77,3.67,1.60294651985168,0.07756457477808,1.8065721988678,1.38167774677277,1.36168932914734,1.76942324638367,7,9.66088187367103,100,NA,NA,97.2606964111328,122.094909667969,86.2421035766602,NA,55.74,-1.52998271075039,83.4282310733704,-4.06481853736583,31.2349066704984,0.01280172,16.35249138,19.1355648,91.35,99.6,NA,104.419820581,467666167328.864,658869445086.414,9,2878152147315.82,30.4,NA
United States,3.87,4.08,4.09,4.05,3.89,3.78,3.51,1.47568666934967,0.386042565107346,1.29267823696136,0.99573165178299,1.53704130649567,1.61313998699188,11,5.95676257518906,100,NA,NA,95.4763412475586,98.7960586547852,87.0728225708008,NA,54.89,-2.88840084059665,81.6824876351857,-2.14216028970484,12.3609892157496,0,11.31574821,22.51026154,100.21,103.2,NA,110.7422524955,1676914000000,2555662000000,19,20533057312000,22.3,99.1
Uruguay,2.71,2.91,2.78,2.43,2.69,2.51,2.73,0.570794284343719,1.02394342422485,1.20734238624573,1.19086337089539,0.505017399787903,0.623031616210938,4,14.583805102745,100,NA,NA,102.388061523438,124.153419494629,NA,NA,50.32,5.08443541332136,79.9680323495737,-0.456808262061724,26.500573202942,0,16.24662781,20.30165672,65.18,88.76,NA,97.5289645539,11778040259.2251,9393513319.8151,18,65203071110.6037,40.2,100
Uzbekistan,2.59,3.09,2.71,2.57,2.58,2.1,2.42,-1.09812998771667,-0.304469525814056,-1.08239960670471,-1.62728905677795,-0.617031216621399,-1.13866889476776,6,9.43829651977165,42.7,48.32239,48.30576,100.126258850098,94.6925048828125,91.6887359619141,21.50664,NA,-17.5234540548035,75.3626202015228,-6.79622956094704,26.8410539292225,0.81049961,60.34236145,7.77212191,89.37,105.11,0.00133,115.6457109667,11385590058.244,18252445318.979,31,52870108217.5626,33.2,100
Vanuatu,NA,NA,NA,NA,NA,NA,NA,0.391720503568649,0.802380979061127,-0.184301629662514,0.516633987426758,-0.461503237485886,-0.434423208236694,11,NA,12.2,NA,NA,NA,NA,NA,NA,NA,-15.1470646608185,75.8732584448061,8.69982550945761,41.596872147025,23.76065636,8.56911182,6.43678188,109.89,103.99,NA,158.1177438983,63025478.7449883,302703329.232328,97,914736985.430944,NA,NA
"Venezuela, RB",2.21,2.58,2.29,2.1,2.23,1.79,2.38,-2.26574206352234,-1.35144245624542,-1.51203751564026,-1.43899095058441,-1.6713570356369,-2.38673639297485,1,NA,36.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04445182,36.90224838,3.37573743,83.09,82.03,NA,92.3101664054,NA,NA,179,NA,28.4,98.7
Viet Nam,3.4,3.67,3.45,3.01,3.27,2.95,3.16,-0.0353447571396828,0.0327426008880138,-0.511549293994904,-1.47134065628052,-0.0117323715239763,-0.372491270303726,8,7.92785051617717,29.5,50.26082,47.84365,110.693084716797,88.3642654418945,78.1177520751953,20.27696,69.72,4.18297536239617,66.8227804884034,1.90236371067045,84.4234575852164,1.01668346,44.58095169,10.21770763,104.66,105.31,0.48907,150.371283196,243697000000,227157371000,130,310106472642.968,32.4,NA
Virgin Islands (U.S.),NA,NA,NA,NA,NA,NA,NA,1.05680096149445,0.955986976623535,0.57742166519165,NA,0.774844706058502,0.813936293125153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-53.0086690464049,110.963793982662,NA,53.1361550229475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3922000000,NA,NA
West Bank and Gaza,NA,NA,NA,NA,NA,NA,NA,-0.5036341547966,-1.80479407310486,-0.226567178964615,-0.915981352329254,-0.791828453540802,0.000736608810257167,8,29.1758224974415,0,51.65265,48.9633,94.8709335327148,91.0182495117188,74.7445373535156,24.45322,10.07,-39.478146541661,110.880036371232,-13.1500305467431,15.961564454493,NA,NA,NA,92.16,103.58,0.04058,125.2882130947,1845889106.10723,7239605941.25673,21,16276600000,NA,NA
"Yemen, Rep.",2.26,2.43,2.16,2.12,2.27,2.4,2.21,-1.80685091018677,-2.9960310459137,-1.65836584568024,-1.7597644329071,-2.27373719215393,-1.63697516918182,0,40.1803513582152,0,NA,NA,NA,NA,NA,NA,NA,-37.1903542194386,NA,NA,6.05657010178069,NA,NA,NA,88.36,90.93,NA,111.795833372,NA,NA,176,21606161066.2074,34.2,NA
Zambia,2.48,3.05,1.98,2.3,2.53,2.18,3.05,-0.358200490474701,0.0825254991650581,-0.678601682186127,-0.336164176464081,-0.653432190418243,-0.527298510074615,11,5.27630055329798,10.9,NA,NA,NA,NA,55.1868019104004,NA,49.65,1.02643956861224,57.6767459308607,-1.30116681701257,37.9574045480394,44.16156006,10.29141426,7.16456938,117.93,117.76,NA,136.7484870789,9029401556.21251,8515497780.6516,145,26311506435.0598,61.1,80.4
Zimbabwe,2.16,2.39,2.26,1.83,2.12,2,2.06,-1.2924633026123,-0.721038401126862,-1.24600064754486,-1.13679790496826,-1.29790580272675,-1.52565240859985,5,11.8875690469618,33.6,NA,NA,90.0719985961914,NA,59.5515213012695,NA,NA,-2.222324130956,88.0740177440992,-4.03918326353945,26.1639731327864,29.77490234,8.7963047,7.85656309,135.87,108.86,NA,124.9095061749,4677644666.6607,6616035197.46607,359,34156069918.0609,60.1,NA
